2015-04-08 18:37:21.671,Condition,cross,512,94,500,500
2015-04-08 18:37:21.671,Condition,cross,512,94,500,500
2015-04-08 18:37:21.675,TobiiEyePosition,430.7,296.8
2015-04-08 18:37:21.691,CursorMove,272,142
2015-04-08 18:37:21.691,TobiiEyePosition,431.4,308.9
2015-04-08 18:37:21.704,TobiiEyePosition,431.0,344.3
2015-04-08 18:37:21.720,TobiiEyePosition,431.9,342.0
2015-04-08 18:37:21.735,TobiiEyePosition,436.9,333.6
2015-04-08 18:37:21.749,TobiiEyePosition,436.0,336.5
2015-04-08 18:37:21.781,TobiiEyePosition,435.5,336.7
2015-04-08 18:37:21.796,TobiiEyePosition,432.2,333.1
2015-04-08 18:37:21.810,TobiiEyePosition,430.3,331.3
2015-04-08 18:37:21.827,TobiiEyePosition,427.8,326.6
2015-04-08 18:37:21.839,TobiiEyePosition,427.6,308.5
2015-04-08 18:37:21.855,TobiiEyePosition,429.3,305.1
2015-04-08 18:37:21.870,TobiiEyePosition,428.7,303.8
2015-04-08 18:37:21.884,TobiiEyePosition,427.6,303.4
2015-04-08 18:37:21.900,TobiiEyePosition,421.0,294.5
2015-04-08 18:37:21.930,TobiiEyePosition,416.2,289.9
2015-04-08 18:37:21.945,TobiiEyePosition,416.7,290.2
2015-04-08 18:37:21.960,TobiiEyePosition,438.6,306.4
2015-04-08 18:37:21.974,TobiiEyePosition,559.8,382.8
2015-04-08 18:37:21.990,TobiiEyePosition,630.1,422.7
2015-04-08 18:37:22.006,TobiiEyePosition,647.8,433.8
2015-04-08 18:37:22.019,TobiiEyePosition,667.8,446.4
2015-04-08 18:37:22.035,TobiiEyePosition,659.7,443.3
2015-04-08 18:37:22.051,TobiiEyePosition,705.1,482.0
2015-04-08 18:37:22.081,TobiiEyePosition,722.0,490.3
2015-04-08 18:37:22.096,TobiiEyePosition,723.7,489.7
2015-04-08 18:37:22.110,TobiiEyePosition,726.8,488.0
2015-04-08 18:37:22.125,TobiiEyePosition,726.5,488.0
2015-04-08 18:37:22.142,TobiiEyePosition,727.2,489.7
2015-04-08 18:37:22.155,TobiiEyePosition,733.4,489.6
2015-04-08 18:37:22.170,TobiiEyePosition,732.5,488.9
2015-04-08 18:37:22.186,TobiiEyePosition,734.4,482.6
2015-04-08 18:37:22.199,TobiiEyePosition,737.0,479.4
2015-04-08 18:37:22.217,WebcamEyePosition,7.8,87.2
