2015-04-08 16:35:20.887,Condition,watermelon,256,24,500,500
2015-04-08 16:35:20.887,Condition,watermelon,256,24,500,500
2015-04-08 16:35:20.912,TobiiEyePosition,396.2,459.1
2015-04-08 16:35:20.927,TobiiEyePosition,407.0,467.7
2015-04-08 16:35:20.942,TobiiEyePosition,398.7,460.8
2015-04-08 16:35:20.956,TobiiEyePosition,401.2,461.6
2015-04-08 16:35:20.972,TobiiEyePosition,402.8,462.4
2015-04-08 16:35:20.987,TobiiEyePosition,401.2,447.0
2015-04-08 16:35:21.001,TobiiEyePosition,397.2,447.2
2015-04-08 16:35:21.017,TobiiEyePosition,394.0,450.0
2015-04-08 16:35:21.032,TobiiEyePosition,390.7,449.9
2015-04-08 16:35:21.063,TobiiEyePosition,390.4,452.6
2015-04-08 16:35:21.077,TobiiEyePosition,391.6,452.3
2015-04-08 16:35:21.091,TobiiEyePosition,390.5,456.0
2015-04-08 16:35:21.108,TobiiEyePosition,387.6,456.9
2015-04-08 16:35:21.123,TobiiEyePosition,382.3,448.4
2015-04-08 16:35:21.136,TobiiEyePosition,379.1,443.4
2015-04-08 16:35:21.152,TobiiEyePosition,379.0,445.8
2015-04-08 16:35:21.156,WebcamEyePosition,775.7,152.9
2015-04-08 16:35:21.168,TobiiEyePosition,380.9,453.1
2015-04-08 16:35:21.183,TobiiEyePosition,379.8,454.5
2015-04-08 16:35:21.213,TobiiEyePosition,381.8,457.5
2015-04-08 16:35:21.226,TobiiEyePosition,386.2,458.3
2015-04-08 16:35:21.242,TobiiEyePosition,387.9,453.4
2015-04-08 16:35:21.257,TobiiEyePosition,388.0,452.2
2015-04-08 16:35:21.271,TobiiEyePosition,388.5,454.7
2015-04-08 16:35:21.276,WebcamEyePosition,775.7,152.9
2015-04-08 16:35:21.279,CursorMove,50.5,386
2015-04-08 16:35:21.287,TobiiEyePosition,382.2,462.1
2015-04-08 16:35:21.302,TobiiEyePosition,383.2,459.1
2015-04-08 16:35:21.316,TobiiEyePosition,384.3,458.0
2015-04-08 16:35:21.332,TobiiEyePosition,384.0,456.8
2015-04-08 16:35:21.362,TobiiEyePosition,383.7,454.7
2015-04-08 16:35:21.377,TobiiEyePosition,384.0,452.4
2015-04-08 16:35:21.393,TobiiEyePosition,394.8,467.3
2015-04-08 16:35:21.406,TobiiEyePosition,395.0,468.3
2015-04-08 16:35:21.422,TobiiEyePosition,392.3,462.7
2015-04-08 16:35:21.437,TobiiEyePosition,388.2,462.0
2015-04-08 16:35:21.451,TobiiEyePosition,386.9,462.4
2015-04-08 16:35:21.467,TobiiEyePosition,383.2,455.5
2015-04-08 16:35:21.482,TobiiEyePosition,381.0,453.0
2015-04-08 16:35:21.494,WebcamEyePosition,602.3,111.2
2015-04-08 16:35:21.513,TobiiEyePosition,392.3,454.4
2015-04-08 16:35:21.527,TobiiEyePosition,391.4,454.6
2015-04-08 16:35:21.541,TobiiEyePosition,390.2,454.8
2015-04-08 16:35:21.557,TobiiEyePosition,393.6,457.7
2015-04-08 16:35:21.572,TobiiEyePosition,395.4,450.8
2015-04-08 16:35:21.586,TobiiEyePosition,395.3,456.8
2015-04-08 16:35:21.602,TobiiEyePosition,395.5,452.9
2015-04-08 16:35:21.618,TobiiEyePosition,395.4,446.6
2015-04-08 16:35:21.631,TobiiEyePosition,391.8,430.5
2015-04-08 16:35:21.666,TobiiEyePosition,393.4,426.7
2015-04-08 16:35:21.676,TobiiEyePosition,391.9,421.1
2015-04-08 16:35:21.690,WebcamEyePosition,810.4,152.9
2015-04-08 16:35:21.692,TobiiEyePosition,397.0,420.2
2015-04-08 16:35:21.693,CursorMove,200.5,438
2015-04-08 16:35:21.707,TobiiEyePosition,393.3,433.5
2015-04-08 16:35:21.721,TobiiEyePosition,393.7,433.3
2015-04-08 16:35:21.737,TobiiEyePosition,395.5,434.1
2015-04-08 16:35:21.752,TobiiEyePosition,398.0,437.5
2015-04-08 16:35:21.766,TobiiEyePosition,404.5,445.6
2015-04-08 16:35:21.782,TobiiEyePosition,432.4,462.7
2015-04-08 16:35:21.812,TobiiEyePosition,486.4,487.9
2015-04-08 16:35:21.827,TobiiEyePosition,486.7,493.3
2015-04-08 16:35:21.842,TobiiEyePosition,624.0,565.9
2015-04-08 16:35:21.856,TobiiEyePosition,638.0,578.4
2015-04-08 16:35:21.872,TobiiEyePosition,642.3,575.0
2015-04-08 16:35:21.887,TobiiEyePosition,640.9,570.9
2015-04-08 16:35:21.901,TobiiEyePosition,651.7,568.5
2015-04-08 16:35:21.917,TobiiEyePosition,645.0,573.3
2015-04-08 16:35:21.929,WebcamEyePosition,845.0,152.9
2015-04-08 16:35:21.932,TobiiEyePosition,643.7,574.9
2015-04-08 16:35:21.963,TobiiEyePosition,636.4,572.5
2015-04-08 16:35:21.978,TobiiEyePosition,625.0,581.2
2015-04-08 16:35:21.991,TobiiEyePosition,617.4,591.7
2015-04-08 16:35:22.007,TobiiEyePosition,620.6,599.0
2015-04-08 16:35:22.022,TobiiEyePosition,620.9,596.6
2015-04-08 16:35:22.036,TobiiEyePosition,621.1,596.9
2015-04-08 16:35:22.052,TobiiEyePosition,620.9,597.6
2015-04-08 16:35:22.067,TobiiEyePosition,620.9,594.3
2015-04-08 16:35:22.081,TobiiEyePosition,622.6,588.3
2015-04-08 16:35:22.085,WebcamEyePosition,1122.5,129.1
2015-04-08 16:35:22.087,CursorMove,206.5,438
